58238,南京,118.8,32
58027,徐州,117.22,34.19
58150,射阳,120.25,33.77
58203,阜阳,115.83,32.93
58367,上海,121.46,31.41
58424,安庆,117.05,30.53
58457,杭州,120.17,30.23
58606,南昌,115.92,28.6
58633,衢州,118.87,28.97
58665,洪家,122.25,28.63
58725,邵武,117.43,27.33
58847,福州,119.28,26.08
58968,台北,121.52,25.03
59134,厦门,118.08,24.48
59316,汕头,116.68,23.4
59362,花莲,121.62,24.02
59792,东沙岛,116.72,20.67
