1738
690 721 689 
721 720 689 
672 643 644 
673 672 644 
672 673 703 
672 671 643 
614 645 644 
645 614 615 
614 585 615 
585 614 584 
527 528 555 
828 798 829 
800 769 770 
801 832 831 
800 801 831 
801 800 770 
798 797 767 
797 798 828 
797 828 827 
639 607 608 
640 639 608 
756 757 788 
753 754 785 
754 753 722 
753 721 722 
721 753 752 
819 788 820 
819 820 858 
818 819 858 
823 824 858 
824 825 858 
825 824 793 
824 823 792 
793 824 792 
822 791 823 
822 823 858 
821 822 858 
822 821 790 
791 822 790 
760 759 728 
760 791 759 
791 760 792 
280 311 279 
248 280 279 
15 14 846 
125 126 157 
126 158 157 
218 217 186 
187 218 186 
188 156 157 
188 187 156 
64 63 32 
63 62 31 
32 63 31 
216 215 185 
53 22 23 
23 22 848 
22 21 848 
52 53 83 
82 52 83 
22 52 21 
52 22 53 
25 55 24 
55 54 24 
60 30 61 
60 29 30 
28 58 27 
122 92 123 
88 58 89 
422 423 449 
423 422 394 
395 423 394 
422 393 394 
364 393 392 
393 421 392 
393 422 421 
363 364 392 
391 363 392 
339 340 370 
339 309 340 
563 535 536 
536 535 507 
535 562 534 
535 563 562 
479 478 451 
452 479 451 
479 505 478 
425 452 451 
453 427 454 
427 428 454 
399 428 427 
428 400 429 
428 399 400 
509 483 510 
509 482 483 
482 509 508 
564 565 592 
567 540 568 
595 567 568 
686 685 657 
589 561 562 
690 691 722 
691 690 659 
401 430 341 
372 401 341 
752 783 751 
783 782 751 
528 556 555 
675 647 676 
647 616 617 
737 707 738 
671 642 643 
612 642 611 
642 612 643 
556 583 555 
583 556 584 
673 704 703 
704 673 674 
734 735 765 
734 733 703 
704 734 703 
734 704 735 
418 390 419 
445 418 419 
472 498 471 
799 769 800 
799 800 830 
799 830 829 
798 799 829 
735 766 765 
797 766 767 
796 797 827 
796 827 826 
766 796 765 
796 766 797 
702 733 701 
670 702 701 
702 670 671 
733 702 703 
702 672 703 
672 702 671 
787 818 786 
755 787 786 
756 787 755 
787 756 788 
819 787 788 
787 819 818 
784 753 785 
784 816 815 
816 784 785 
783 784 815 
753 784 752 
784 783 752 
609 640 608 
606 576 607 
576 606 575 
578 609 608 
609 578 579 
5 4 846 
7 6 846 
6 5 846 
12 11 846 
11 10 846 
10 9 846 
113 82 83 
126 127 158 
280 249 281 
249 280 248 
217 249 248 
218 249 217 
188 189 220 
158 189 157 
189 188 157 
95 63 64 
95 64 96 
127 95 96 
95 127 126 
246 216 247 
246 215 216 
51 52 82 
51 20 21 
52 51 21 
211 212 242 
29 59 28 
60 59 29 
59 58 28 
58 59 89 
152 121 122 
88 57 58 
57 26 27 
58 57 27 
478 450 451 
423 450 449 
424 423 395 
424 425 451 
450 424 451 
424 450 423 
333 334 364 
363 333 364 
272 303 302 
303 333 302 
333 303 334 
273 303 272 
334 365 364 
393 365 394 
365 393 364 
369 398 397 
398 369 370 
369 339 370 
339 369 338 
337 367 336 
309 308 278 
339 308 309 
308 339 338 
213 183 214 
480 479 452 
453 480 452 
535 506 507 
506 480 507 
480 506 479 
479 506 505 
506 535 534 
505 506 534 
367 396 395 
396 424 395 
424 396 425 
425 396 397 
482 481 454 
481 453 454 
481 482 508 
481 480 453 
507 481 508 
480 481 507 
453 426 427 
398 426 397 
427 426 398 
426 425 397 
425 426 452 
426 453 452 
428 455 454 
455 482 454 
482 455 483 
455 456 483 
456 455 429 
455 428 429 
539 567 566 
567 539 540 
511 539 510 
540 539 511 
565 538 566 
538 539 566 
538 509 510 
539 538 510 
536 537 564 
537 565 564 
537 536 508 
537 538 565 
509 537 508 
538 537 509 
594 567 595 
567 594 566 
656 626 657 
685 656 657 
656 685 684 
716 686 717 
716 685 686 
838 808 839 
684 714 683 
739 769 738 
769 739 770 
771 801 770 
677 707 676 
589 588 561 
600 569 570 
660 631 661 
692 660 661 
660 692 691 
660 691 659 
542 571 570 
545 573 544 
631 632 661 
600 632 631 
632 662 661 
457 512 430 
401 457 430 
638 606 607 
639 638 607 
461 489 488 
489 461 462 
782 814 813 
783 814 782 
814 783 815 
814 815 858 
813 814 858 
529 556 528 
446 445 419 
420 446 419 
448 422 449 
422 448 421 
646 647 675 
646 645 615 
616 646 615 
647 646 616 
645 646 674 
646 675 674 
737 706 707 
707 706 676 
706 675 676 
769 768 738 
768 737 738 
799 768 769 
737 768 767 
768 798 767 
768 799 798 
641 642 671 
670 641 671 
641 670 640 
609 641 640 
613 614 644 
583 613 612 
614 613 584 
613 583 584 
643 613 644 
612 613 643 
554 527 555 
498 497 471 
499 498 472 
527 499 528 
498 499 527 
444 418 445 
444 417 418 
472 444 445 
444 443 417 
444 472 471 
443 444 471 
733 732 701 
732 700 701 
795 796 826 
796 795 765 
669 639 640 
670 669 640 
669 670 701 
700 669 701 
402 401 372 
457 402 431 
402 457 401 
576 577 607 
578 577 549 
607 577 608 
577 578 608 
578 550 579 
550 578 549 
13 44 12 
13 12 846 
14 13 846 
45 13 14 
13 45 44 
141 142 172 
81 51 82 
3 2 846 
4 3 846 
64 65 96 
8 7 846 
9 8 846 
360 389 388 
389 417 388 
417 389 418 
418 389 390 
173 142 143 
142 173 172 
127 159 158 
95 94 63 
94 125 93 
94 126 125 
94 95 126 
62 94 93 
63 94 62 
53 84 83 
84 53 54 
145 115 146 
211 210 180 
215 184 185 
184 154 185 
184 215 214 
183 184 214 
59 90 89 
90 59 60 
56 86 55 
56 55 25 
26 56 25 
57 56 26 
116 86 117 
147 116 117 
115 116 146 
116 147 146 
86 87 117 
87 118 117 
56 87 86 
118 87 88 
87 57 88 
87 56 57 
304 303 273 
274 304 273 
303 304 334 
366 367 395 
366 395 394 
365 366 394 
367 366 336 
305 274 275 
305 304 274 
337 307 338 
307 308 338 
337 368 367 
396 368 397 
368 396 367 
368 369 397 
369 368 338 
368 337 338 
243 273 242 
243 274 273 
212 243 242 
213 243 212 
593 565 566 
594 593 566 
593 594 623 
565 593 592 
656 625 626 
625 596 626 
625 595 596 
748 747 717 
747 716 717 
685 715 684 
716 715 685 
715 714 684 
809 840 839 
808 809 839 
809 810 840 
810 809 779 
807 808 838 
776 807 806 
807 838 837 
806 807 837 
714 713 683 
771 802 801 
832 802 833 
801 802 832 
740 739 709 
739 740 770 
740 771 770 
739 708 709 
677 708 707 
707 708 738 
708 739 738 
647 648 676 
648 677 676 
648 647 617 
740 741 771 
835 805 836 
805 806 836 
775 776 806 
805 775 806 
775 805 774 
712 713 743 
654 653 623 
618 588 589 
588 618 617 
618 648 617 
569 599 598 
600 599 569 
599 600 631 
691 723 722 
692 723 691 
723 754 722 
754 723 755 
571 572 602 
573 572 544 
574 573 545 
601 632 600 
601 600 570 
571 601 570 
601 571 602 
693 692 661 
662 693 661 
633 662 632 
633 601 602 
601 633 632 
516 545 544 
516 517 545 
457 513 512 
461 433 462 
433 461 432 
490 462 463 
490 489 462 
421 447 420 
448 447 421 
447 446 420 
561 533 534 
533 505 534 
476 448 449 
476 503 502 
476 477 503 
477 476 449 
450 477 449 
477 450 478 
675 705 674 
706 705 675 
705 704 674 
704 705 735 
441 442 469 
442 441 415 
610 580 611 
642 610 611 
641 610 642 
610 641 609 
610 609 579 
580 610 579 
493 494 523 
582 612 611 
582 583 612 
583 582 555 
582 554 555 
497 526 525 
554 526 527 
526 498 527 
526 497 498 
496 497 525 
495 496 525 
442 470 469 
470 496 469 
496 470 497 
497 470 471 
470 443 471 
443 470 442 
416 442 415 
416 443 442 
387 416 415 
443 416 417 
416 387 388 
417 416 388 
825 794 826 
794 795 826 
795 794 763 
794 825 793 
764 795 763 
764 732 733 
732 764 763 
795 764 765 
764 734 765 
734 764 733 
669 668 639 
668 638 639 
638 668 667 
668 669 700 
729 760 728 
760 761 792 
761 793 792 
729 761 760 
761 729 730 
732 731 700 
731 732 763 
252 251 220 
251 252 283 
249 250 281 
250 249 218 
313 312 281 
311 312 343 
280 312 311 
312 280 281 
345 375 374 
282 251 283 
282 313 281 
250 282 281 
282 250 251 
373 372 343 
373 402 372 
402 403 431 
403 373 374 
373 403 402 
433 405 406 
405 433 432 
462 434 463 
433 434 462 
407 434 406 
434 433 406 
435 464 463 
434 435 463 
435 434 407 
410 411 438 
319 320 351 
11 42 10 
522 493 523 
46 77 45 
46 14 15 
46 45 14 
77 76 45 
44 76 75 
45 76 44 
108 76 77 
170 169 138 
171 141 172 
202 171 172 
142 112 143 
112 113 143 
113 112 82 
112 81 82 
81 50 51 
20 50 19 
51 50 20 
80 50 81 
3 34 2 
6 37 5 
99 68 100 
34 66 65 
359 360 388 
328 359 358 
359 387 358 
387 359 388 
173 174 204 
174 173 143 
128 159 127 
128 127 96 
190 189 158 
159 190 158 
148 147 117 
118 148 117 
147 148 178 
113 144 143 
144 174 143 
145 114 115 
84 114 83 
114 84 115 
114 113 83 
114 144 113 
144 114 145 
241 211 242 
241 210 211 
272 241 242 
184 153 154 
154 153 123 
153 122 123 
153 152 122 
153 183 152 
153 184 183 
91 90 60 
122 91 92 
121 91 122 
90 91 121 
92 91 61 
91 60 61 
85 84 54 
116 85 86 
84 85 115 
85 116 115 
55 85 54 
86 85 55 
149 150 180 
149 148 118 
119 118 88 
119 88 89 
119 149 118 
149 119 150 
183 182 152 
213 182 183 
182 213 212 
304 335 334 
335 365 334 
335 366 365 
366 335 336 
335 305 336 
305 335 304 
237 236 206 
236 237 267 
237 268 267 
359 329 360 
329 359 328 
208 177 178 
147 177 146 
177 147 178 
241 240 210 
306 307 337 
306 305 275 
306 337 336 
305 306 336 
215 245 214 
246 245 215 
307 277 308 
308 277 278 
277 247 278 
277 246 247 
244 243 213 
244 245 275 
274 244 275 
243 244 274 
244 213 214 
245 244 214 
624 594 595 
625 624 595 
594 624 623 
624 654 623 
778 809 808 
809 778 779 
778 748 779 
778 747 748 
747 746 716 
746 715 716 
679 678 650 
678 679 709 
708 678 709 
678 708 677 
804 805 835 
805 804 774 
804 835 834 
772 802 771 
741 772 771 
710 740 709 
710 741 740 
679 710 709 
710 679 680 
713 744 743 
744 774 743 
744 775 774 
744 713 714 
682 654 683 
682 653 654 
713 682 683 
653 682 681 
682 712 681 
712 682 713 
557 558 585 
529 557 556 
557 585 584 
556 557 584 
620 651 650 
679 651 680 
651 679 650 
621 651 620 
619 620 650 
619 618 589 
630 599 631 
630 660 659 
660 630 631 
629 630 659 
630 629 598 
599 630 598 
727 759 758 
759 727 728 
724 723 692 
693 724 692 
723 724 755 
724 756 755 
572 603 602 
603 572 573 
516 515 486 
515 516 544 
458 457 431 
459 458 431 
458 459 486 
461 460 432 
460 459 432 
460 461 488 
541 569 512 
513 541 512 
541 513 542 
569 541 570 
541 542 570 
518 517 488 
489 518 488 
501 530 529 
530 557 529 
557 530 558 
530 501 502 
500 501 529 
500 529 528 
499 500 528 
503 531 502 
531 530 502 
531 559 558 
530 531 558 
587 588 617 
616 587 617 
475 447 448 
476 475 448 
475 476 502 
501 475 502 
477 504 503 
533 504 505 
505 504 478 
504 477 478 
736 706 737 
736 705 706 
736 737 767 
705 736 735 
766 736 767 
736 766 735 
440 441 469 
441 440 413 
441 414 415 
414 441 413 
524 552 523 
494 524 523 
524 494 495 
524 495 525 
552 551 523 
550 551 579 
551 580 579 
551 552 580 
551 522 523 
522 551 550 
526 553 525 
553 526 554 
553 524 525 
524 553 552 
466 494 493 
465 466 493 
729 698 730 
699 668 700 
731 699 700 
699 731 730 
698 699 730 
668 699 667 
699 698 667 
761 762 793 
762 731 763 
762 761 730 
731 762 730 
762 794 793 
794 762 763 
219 250 218 
219 218 187 
188 219 187 
219 188 220 
251 219 220 
250 219 251 
345 346 375 
314 345 313 
314 282 283 
282 314 313 
314 283 315 
346 314 315 
314 346 345 
344 345 374 
373 344 374 
345 344 313 
344 373 343 
312 344 343 
344 312 313 
405 404 375 
375 404 374 
404 403 374 
404 405 432 
403 404 431 
404 459 431 
459 404 432 
437 410 438 
466 437 438 
437 466 465 
437 409 410 
380 409 379 
409 380 410 
409 408 379 
408 435 407 
435 436 464 
437 436 409 
408 436 435 
436 408 409 
436 465 464 
436 437 465 
377 407 406 
350 319 351 
380 350 351 
350 380 379 
319 288 320 
43 44 75 
44 43 12 
43 11 12 
43 42 11 
40 8 9 
40 72 71 
356 325 326 
235 266 265 
266 236 267 
266 235 236 
327 328 358 
108 78 109 
78 108 77 
16 46 15 
16 15 848 
17 16 848 
139 108 109 
139 170 138 
107 76 108 
107 139 138 
139 107 108 
106 107 138 
76 107 75 
107 106 75 
201 202 232 
201 169 170 
171 201 170 
201 171 202 
202 233 232 
111 112 142 
111 110 80 
111 80 81 
112 111 81 
141 111 142 
110 111 141 
49 50 80 
50 49 19 
33 65 64 
33 34 65 
34 33 2 
33 64 32 
33 1 2 
33 32 1 
38 6 7 
38 37 6 
35 66 34 
35 3 4 
35 34 3 
174 205 204 
205 235 204 
235 205 236 
236 205 206 
160 128 129 
128 160 159 
148 179 178 
210 179 180 
179 149 180 
149 179 148 
144 175 174 
205 175 206 
175 205 174 
175 144 145 
120 119 89 
90 120 89 
120 90 121 
119 120 150 
181 182 212 
150 181 180 
211 181 212 
181 211 180 
237 238 268 
268 298 267 
298 329 328 
362 363 391 
362 391 390 
362 361 331 
361 362 390 
389 361 390 
361 389 360 
176 145 146 
177 176 146 
176 175 145 
175 176 206 
240 209 210 
179 209 178 
209 179 210 
209 208 178 
239 240 270 
239 238 208 
209 239 208 
239 209 240 
240 271 270 
271 272 302 
271 241 272 
271 240 241 
276 277 307 
245 276 275 
276 245 246 
277 276 246 
276 306 275 
306 276 307 
624 655 654 
655 684 683 
654 655 683 
655 656 684 
655 625 656 
655 624 625 
778 777 747 
777 746 747 
777 778 808 
746 777 776 
777 807 776 
807 777 808 
715 745 714 
746 745 715 
745 746 776 
745 744 714 
775 745 776 
744 745 775 
618 649 648 
648 649 677 
649 678 677 
678 649 650 
649 619 650 
619 649 618 
772 803 802 
803 834 833 
802 803 833 
803 804 834 
742 772 741 
742 712 743 
652 681 680 
651 652 680 
621 652 651 
652 653 681 
621 591 592 
591 564 592 
591 563 564 
591 621 620 
622 621 592 
653 622 623 
652 622 653 
622 652 621 
593 622 592 
622 593 623 
756 725 757 
724 725 756 
725 724 693 
634 633 602 
603 634 602 
574 604 573 
604 603 573 
543 571 542 
543 515 544 
572 543 544 
543 572 571 
485 513 457 
458 485 457 
485 458 486 
515 485 486 
459 487 486 
460 487 459 
487 516 486 
487 460 488 
517 487 488 
516 487 517 
465 492 464 
492 465 493 
522 492 493 
548 520 549 
577 548 549 
548 577 576 
520 519 490 
490 519 489 
519 518 489 
548 519 520 
500 474 501 
474 475 501 
447 474 446 
475 474 447 
532 531 503 
504 532 503 
532 504 533 
531 532 559 
586 587 616 
558 586 585 
559 586 558 
587 586 559 
586 616 615 
585 586 615 
411 439 438 
582 581 554 
581 553 554 
581 582 611 
580 581 611 
552 581 580 
553 581 552 
376 405 375 
346 376 375 
405 376 406 
376 377 406 
378 377 348 
377 378 407 
408 378 379 
378 408 407 
350 318 319 
166 165 134 
164 165 196 
166 167 198 
168 167 136 
167 199 198 
167 168 199 
135 166 134 
167 135 136 
135 167 166 
258 257 226 
288 289 320 
257 289 288 
289 257 258 
199 230 198 
230 199 231 
228 260 259 
197 228 196 
165 197 196 
197 165 166 
197 166 198 
228 227 196 
227 258 226 
258 227 259 
227 228 259 
195 164 196 
195 227 226 
227 195 196 
194 195 226 
164 195 163 
195 194 163 
43 74 42 
74 43 75 
106 74 75 
102 70 71 
41 9 10 
41 40 9 
41 72 40 
42 41 10 
70 39 71 
39 40 71 
40 39 8 
38 39 70 
8 39 7 
39 38 7 
293 294 325 
357 356 326 
357 327 358 
327 357 326 
357 385 356 
266 296 265 
296 327 326 
46 47 77 
47 78 77 
16 47 46 
78 47 48 
47 17 48 
47 16 17 
140 139 109 
171 140 141 
140 171 170 
139 140 170 
110 140 109 
140 110 141 
201 200 169 
199 200 231 
200 232 231 
200 201 232 
168 200 199 
200 168 169 
203 233 202 
203 202 172 
173 203 172 
203 173 204 
169 137 138 
168 137 169 
137 106 138 
137 168 136 
78 79 109 
79 110 109 
79 78 48 
110 79 80 
49 79 48 
79 49 80 
49 18 19 
18 848 19 
18 17 848 
17 18 48 
18 49 48 
37 69 68 
38 69 37 
68 69 100 
69 38 70 
98 97 66 
97 128 96 
128 97 129 
97 98 129 
65 97 96 
66 97 65 
35 67 66 
67 98 66 
99 67 68 
98 67 99 
161 160 129 
120 151 150 
151 181 150 
181 151 182 
182 151 152 
151 121 152 
151 120 121 
300 269 270 
269 239 270 
239 269 238 
238 269 268 
301 300 270 
301 271 302 
271 301 270 
300 301 331 
299 298 268 
269 299 268 
299 269 300 
298 299 329 
238 207 208 
207 177 208 
207 176 177 
176 207 206 
207 237 206 
207 238 237 
742 773 772 
803 773 804 
773 803 772 
804 773 774 
774 773 743 
773 742 743 
711 710 680 
742 711 712 
710 711 741 
711 742 741 
681 711 680 
712 711 681 
590 591 620 
590 589 562 
563 590 562 
591 590 563 
590 619 589 
619 590 620 
633 663 662 
634 663 633 
605 574 575 
605 604 574 
606 605 575 
513 514 542 
485 514 513 
514 485 515 
514 543 542 
543 514 515 
492 491 464 
491 520 490 
464 491 463 
491 490 463 
520 521 549 
521 492 522 
491 521 520 
521 491 492 
521 550 549 
521 522 550 
547 576 575 
547 548 576 
547 519 548 
519 547 518 
473 474 500 
473 472 445 
446 473 445 
474 473 446 
473 499 472 
473 500 499 
532 560 559 
587 560 588 
560 587 559 
588 560 561 
560 533 561 
560 532 533 
466 467 494 
494 467 495 
467 466 438 
439 467 438 
285 284 253 
283 284 315 
284 316 315 
316 284 285 
252 284 283 
253 284 252 
254 285 253 
254 222 223 
222 254 253 
222 191 223 
191 222 190 
191 190 159 
160 191 159 
221 253 252 
221 222 253 
222 221 190 
221 252 220 
189 221 220 
190 221 189 
349 318 350 
349 350 379 
378 349 379 
349 378 348 
412 383 413 
440 412 413 
439 412 440 
412 439 411 
320 352 351 
289 321 320 
321 352 320 
321 290 322 
290 321 289 
290 258 259 
290 289 258 
292 260 261 
293 292 261 
229 260 228 
229 197 198 
197 229 228 
230 229 198 
229 230 261 
260 229 261 
135 104 136 
105 74 106 
105 137 136 
137 105 106 
104 105 136 
102 101 70 
69 101 100 
101 69 70 
133 102 134 
165 133 134 
133 165 164 
133 101 102 
72 103 71 
103 102 71 
102 103 134 
104 103 72 
103 135 134 
103 104 135 
293 262 294 
262 293 261 
262 230 231 
230 262 261 
383 384 413 
384 414 413 
384 385 414 
387 386 358 
386 357 358 
386 387 415 
357 386 385 
414 386 415 
385 386 414 
297 296 266 
297 298 328 
327 297 328 
296 297 327 
297 266 267 
298 297 267 
233 263 232 
264 263 233 
263 264 294 
262 263 294 
232 263 231 
263 262 231 
296 295 265 
295 264 265 
295 296 326 
264 295 294 
325 295 326 
294 295 325 
203 234 233 
264 234 265 
234 264 233 
234 235 265 
235 234 204 
234 203 204 
36 67 35 
36 4 5 
36 35 4 
37 36 5 
36 37 68 
67 36 68 
130 161 129 
98 130 129 
130 98 99 
301 332 331 
362 332 363 
332 362 331 
332 333 363 
333 332 302 
332 301 302 
299 330 329 
329 330 360 
330 361 360 
361 330 331 
330 300 331 
330 299 300 
694 693 662 
663 694 662 
694 725 693 
664 663 634 
637 605 606 
638 637 606 
637 638 667 
547 546 518 
546 574 545 
574 546 575 
546 547 575 
517 546 545 
518 546 517 
467 468 495 
468 440 469 
468 439 440 
468 467 439 
496 468 469 
468 496 495 
317 316 285 
316 317 348 
317 349 348 
349 317 318 
347 376 346 
347 346 315 
316 347 315 
347 316 348 
377 347 348 
376 347 377 
255 254 223 
191 192 223 
192 161 193 
161 192 160 
192 191 160 
381 380 351 
352 381 351 
380 381 410 
381 411 410 
353 321 322 
321 353 352 
292 291 260 
290 291 322 
260 291 259 
291 290 259 
73 104 72 
73 41 42 
41 73 72 
74 73 42 
105 73 74 
73 105 104 
133 132 101 
101 132 100 
132 164 163 
132 133 164 
385 355 356 
384 355 385 
131 99 100 
131 130 99 
132 131 100 
131 132 163 
605 636 604 
637 636 605 
694 726 725 
725 726 757 
757 726 758 
726 727 758 
695 694 663 
664 695 663 
695 726 694 
726 695 727 
697 729 728 
697 698 729 
224 255 223 
192 224 223 
224 192 193 
317 286 318 
286 317 285 
254 286 285 
255 286 254 
381 382 411 
382 353 383 
382 381 352 
353 382 352 
382 412 411 
412 382 383 
324 292 293 
324 293 325 
356 324 325 
355 324 356 
162 131 163 
194 162 163 
162 194 193 
161 162 193 
130 162 161 
131 162 130 
636 635 604 
635 664 634 
635 634 603 
604 635 603 
635 665 664 
665 635 636 
194 225 193 
225 224 193 
225 194 226 
257 225 226 
286 287 318 
287 288 319 
318 287 319 
287 286 255 
324 323 292 
291 323 322 
323 291 292 
323 324 355 
696 695 664 
665 696 664 
695 696 727 
696 665 697 
727 696 728 
696 697 728 
666 636 637 
666 665 636 
665 666 697 
666 637 667 
698 666 667 
697 666 698 
256 287 255 
224 256 255 
225 256 224 
256 225 257 
256 257 288 
287 256 288 
354 323 355 
354 384 383 
354 355 384 
353 354 383 
354 353 322 
323 354 322 
869 868 870 
871 869 870 
873 871 870 
872 873 870 
869 867 868 
867 866 868 
846 845 847 
845 846 844 
861 860 863 
860 862 863 
876 877 879 
876 879 878 
848 849 851 
848 851 850 
849 848 847 
848 846 847 
876 875 877 
875 876 874 
881 880 879 
879 880 878 
858 861 859 
858 860 861 
857 858 859 
856 858 857 
